novel_title,novel_genre,novel_writer,novel_img,novel_content,platform_kakao,나눔
던전에서 왔습니다만,fantasy,위대한폭군,https://dn-img-page.kakao.com/download/resource?kid=clXMZM/hzaccbdO2e/3R9OB08pYtKPl6S3w61Y10&filename=th3,"던전에서 태어나고 자란 아시테르.
순박하고 천진난만한 이 청년이 왕국에 나타나 파란을 몰고 온다.

“아니… 대체 넌 어디서 굴러먹다 온 놈이냐!?”
“던전에서 왔습니다만……?”",https://page.kakao.com/content/58012818?tab_type=about,나눔
빌런이 엔딩을 바꿈 [단행본],fantasy,베르헤라,https://dn-img-page.kakao.com/download/resource?kid=bREllh/hyzTZE1f8f/6I8yKnLjXZtnK3ZlA0GE6K&filename=th3,"나는 행복해지고, 불륜 아내는 불행해지는 이야기",https://page.kakao.com/content/61061912?tab_type=about,나눔
그림자로 인류 최강,fantasy,룬블레이드,https://dn-img-page.kakao.com/download/resource?kid=Il7Iz/hynaDHfvem/QlfDwhgf6rcMqvnKBkj511&filename=th3,#NAME?,https://page.kakao.com/content/60117835?tab_type=about,나눔
강철의 용병 [단행본],fantasy,병장개미,https://dn-img-page.kakao.com/download/resource?kid=clpF87/hzMT1Xsc8B/acyTjtYqAYi1zOgLwV3MF1&filename=th3,"망가진 세상에서 살아남아야 한다

#금속조종 #유일한 도시의 해결사",https://page.kakao.com/content/61061718?tab_type=about,나눔
가호 없는 영애의 작은 마을,fantasy,"푸니짱,모,김예진",https://dn-img-page.kakao.com/download/resource?kid=bpLIFG/hynayM68Bw/jgouywSCvKse2KVfxOibM1&filename=th3,"여성향 게임의 악역 영애로 전생한 첼리시나는
모두가 가호를 받는 세계에서 신과 정령들에게 버림받은 「가호 없는 영애」.
약혼자인 왕태자는 자신을 아껴 주지만,
언젠가는 히로인과 맺어지고 자신은 약혼을 파기당할 거란 걸 알고 있다.
오히려 두 사람이 해피엔딩을 맞이하지 않으면
자신을 기다리는 것은 처형당하는 운명뿐!

그렇다면 게임 속 요소인 영지 운영을 이용해서 자유롭게 살아가겠어요!

사실은 최강의 가호를 지닌 영애의 자유로운 마을 운영, 스타트!!",https://page.kakao.com/content/60424867?tab_type=about,나눔
페트로그라드의 한국인,fantasy,쿠틀리쿠어,https://dn-img-page.kakao.com/download/resource?kid=bgzB2J/hzp2kY7m4F/4GeOaVy9IeBKIaET0o5gKk&filename=th3,"1917년, 러시아 혁명의 한복판 페트로그라드.

공산주의 혁명을 이끄는 한국인이 되었다.",https://page.kakao.com/content/59026648?tab_type=about,나눔
미친 재능의 전직 빌런,fantasy,TALPA,https://dn-img-page.kakao.com/download/resource?kid=Euo2U/hzKkT10aVq/qCWFoAJb2mT4fMAIW8qo5k&filename=th3,과거로 돌아왔는데....... 뭔가 이상하다.,https://page.kakao.com/content/60483426?tab_type=about,나눔
회귀한 아내가 나를 너무 좋아한다,fantasy,요하,https://dn-img-page.kakao.com/download/resource?kid=c4Zup9/hzab6ouIqd/n49impjkkFPS9I8DRxrhl1&filename=th3,"나 혼자 회귀한 줄 알았더니 아내도 회귀했다

『회귀한 아내가 나를 너무 좋아한다』

인류의 멸망을 눈앞에 두고
마신과의 사투 끝에 과거로 돌아온 영웅 김건
하지만 회귀자는 그 혼자만이 아니었다

“한서리…… 정말 당신이야?”
“내가 분명 죽지 말라고 했지, 이 자식아.”

최고의 서포터와 최후의 전위가 다시 만나
뒤틀린 운명을 바로잡을 최강의 시너지가 시작된다!",https://page.kakao.com/content/61091277?tab_type=about,나눔
탐식의 왕,fantasy,Readoff,https://dn-img-page.kakao.com/download/resource?kid=dENwT/hzMT1XuJxR/B4edCQiFkGpWKC1Umhrl81&filename=th3,"고치 속의 나비는 살기 위해 고치를 찢는다

『탐식의 왕』

검은 머리에 핏빛 눈
불길함의 상징으로 태어나
범죄자들의 미궁 속에서 핍박받으며 살아가던 아이즈

어느날 죽음의 위기 속에서
몬스터의 사체를 먹고 능력을 빼앗는 능력을 각성하게 되는데

'살아남으려면 뭐든 이용해야 해.'

삶을 위해, 그리고 자유를 위해
푸른 하늘을 갈망하는 아이는
오늘도 어둠 속에서 칼을 간다",https://page.kakao.com/content/61090542?tab_type=about,나눔
회귀한 탑 등반자,fantasy,글장장이,https://dn-img-page.kakao.com/download/resource?kid=bpQPHx/hzN2ocm0bV/RkHY07qYyD4MjBME0ytywK&filename=th3,"『30년 만에 회귀한 대마도사』

유일하게 탑의 정상에 오른 등반자 이준석.
최상층에서 패배하며 세상을 구원하지 못했다.

그러나 아직 끝나지 않았다.
죽음의 순간, 탑의 최상층에서
탑의 최하층으로 회귀하는 기적을 경험한다!

[희망의 탑에 당신을 초대합니다.]
[선택권은 당신에게 있습니다.]

""이번에는 하드 모드로 간다.""

이전과 모든 게 달라야 한다!
압도적인 재능과 경험으로 무장한
회귀자 이준석은 다시 탑을 등반한다!",https://page.kakao.com/content/61090029?tab_type=about,나눔
나 혼자 상태창 2개,fantasy,라이솔트,https://dn-img-page.kakao.com/download/resource?kid=05q2b/hyORS5n7yX/oYIaVwb8EOlkVOyNr1uEiK&filename=th3,"비선출이지만 드림 메이커라는 정체불명의 시스템의 도움으로 EPL 최초의 비선출 감독.

비선출 감독 최초 챔피언스리그 결승 진출.

성공 신화를 써 내려가던 최운.

하지만 챔피언스 리그 결승전 당일.

웸블리 스타디움 한가운데 정체 모를 탑이 솟아올랐고.

그날 이후, 이 세계는 장르가 바뀌었다.",https://page.kakao.com/content/60444388?tab_type=about,나눔
회귀로 초월하는 대마도사,fantasy,한빛누리,https://dn-img-page.kakao.com/download/resource?kid=7YD8w/hyQ9SoLrA4/ZFwJcL3IhnPYJdeMwErBR0&filename=th3,"미하일 발푸르기스
세계 유일의 9서클 대마법사

하지만 빌어먹을 용사 때문에 마신에게 패배했다
그리고 마지막 순간 시전한 대마법

&lt;시간 역행&gt;

20년 전으로 돌아온 미하일
이렇게 된 이상

'차라리 그 용사, 내가 한다.'

초월적인 재능, 치밀한 계획, 과감한 판단까지
세계를 구원하려는 대마도사 미하일 발푸르기스의 일대기",https://page.kakao.com/content/56670766?tab_type=about,나눔
유일한 계승자에 관하여,fantasy,익투스,https://dn-img-page.kakao.com/download/resource?kid=AYhIt/hzwBlD9HQr/bmFzwJhBknqMN5vL6A5imK&filename=th3,"어느 날,
세계에 마물이 나오는 ‘홀’이 생겼다.
그 홀을 막을 자, ‘가드.’
 
‘살려주세요. 제발…….’
간절히 바라던 날, 그 ‘가드’가 되었다.

그런데…….
시스템 창의 색이 다르다.
시스템의 고유 영역이 보이지 않는다.
시스템의 스킬이 이상하다.

남들과 다른,
‘유일한’ 가드의 이야기.",https://page.kakao.com/content/59489046?tab_type=about,나눔
세상의 끝에서 클리어를 외치다 [연재],fantasy,첨G,https://dn-img-page.kakao.com/download/resource?kid=cSidn5/hzb7rqWtpg/0HzIJkVGKWynD0ngtThP3K&filename=th3,"=====

황무지 개인 생존 7년차 박교수.

고갈된 자원. 고장난 발전기. 하루가 멀다하고 찾아오는 사이코 갱.

삶의 기로에서, 최후의 선택을 하다!

""씨발! 이것도 게임이라고 만들었냐!""

게임 안에서!

=====",https://page.kakao.com/content/58350864?tab_type=about,나눔
백성을 품은 광해의 난-임자징란 [연재],fantasy,홍마루,https://dn-img-page.kakao.com/download/resource?kid=bJtLtl/hzacbXnczG/kWmMKjiDKzsxNHHQLZf8c0&filename=th3,"조선 제15대 비운의 왕! 광해!

조선 운명의 위기였던 임진왜란에서 세자에 책봉되어 전란을 지휘하고 총명하기로 유명했던 광해, 하지만 후세 역사엔 연산군과 함께 조선 2대 폭군으로 알려져 묘호조차 받지 못하고 유배지에서 비참한 삶을 달리했던 비운의 왕으로 역사에 남았다. 하지만 그에게도 만백성을 위하는 성군으로서의 삶을 살아갈 기회가 생겼다.

어느 날 미래를 알게되는 능력과 함께 미래에서 온 3명의 후원자에게 도움을 받게 된 광해는 자신이 저지를 과오를 뼈저리게 깨닫고는, 오직 만백성을 위해 새로운 세상, 새로운 시대를 준비하고자 기득권에 취한 사대주의 온상, 양반계층과의 철저한 싸움을 시작한다. 또한, 광해의 피맺힌 한, 일본 정벌 꿈을 실행하고자 한다.",https://page.kakao.com/content/57848240?tab_type=about,나눔
스킨빨로 강해지는 헌터,fantasy,진필,https://dn-img-page.kakao.com/download/resource?kid=bpiUMU/hzMT4moxRE/CvSgL9lrRLRzR3L5lUaM31&filename=th3,"난 SSS급 스킬이 있음에도 헌터가 되지 못한 일반인이다.

이름 : 김현자
나이 : 29세
성별 : 남성
직업 : 계약직 사원 / 현재 무직

갖고 있는 건 오로지 봉인된 SSS급 스킬.
SKIN뿐이다.",https://page.kakao.com/content/61074296?tab_type=about,나눔
야만전사 하록,fantasy,장상사,https://dn-img-page.kakao.com/download/resource?kid=j60ql/hyRyN8ki3P/GK1YTANuT5lSf7SWNqabe1&filename=th3,"야만인 하록, 정든 고향을 뛰쳐나와 문명과 마법의 세계로 뛰어들다.",https://page.kakao.com/content/60068176?tab_type=about,나눔
히든 특성으로 살아남기 [완결],fantasy,구스타몽,https://dn-img-page.kakao.com/download/resource?kid=b8ha9S/hzMUbrYdfx/kWkxxJrOQ1QU5T3YpHhTY0&filename=th3,나 혼자 공간을 다룬다.,https://page.kakao.com/content/60855762?tab_type=about,나눔
신비의 제왕,fantasy,커틀피쉬,https://dn-img-page.kakao.com/download/resource?kid=cM0GD/hzN2gecFcG/KEJ7IRJJUkvKRhMbmty9Yk&filename=th3,"어느 날 갑자기 이계에 떨어진 평범한 직장인 민석은 자살한 로엔 왕국의 역사학도 ‘클레인 모레티’의 몸에 빙의한다.

근세 유럽과 닮은 이계에는 마법과 신비학의 힘을 이용해 이능을 손에 넣은 ‘초월자’들이 존재했다.

이후 민석은 자신보다 먼저 이계에 도착해 황제의 자리에 오른 ‘로셀 대제’가 남긴 단서를 이용해 ‘점술가’가 되는데…….

과연 그는 ‘점술가’의 능력을 활용해 더욱 강한 초월자가 되어 자신이 살던 세계로 돌아갈 수 있을까?


작가 : 커틀피쉬(愛潛水的烏賊)
원제 : 궤비지주(詭秘之主)
번역 : 김송이",https://page.kakao.com/content/54378610?tab_type=about,나눔
혼돈의 주인,fantasy,문지기,https://dn-img-page.kakao.com/download/resource?kid=bX3DGj/hzMT4s6ThB/H7b7zqNDgn0RpFBGNQFBGK&filename=th3,"[혼돈의 주인이 돌아오다!]

믿었던 친구의 배신으로 죽음을 맞이한
최강의 헌터 강지훈.

‘다시 기회가 주어진다면 너를 용서…….’

과거로 돌아온 그는 숨겨진 비사를 깨닫는다.",https://page.kakao.com/content/60592267?tab_type=about,나눔
미국을 지우는 법 [단행본],fantasy,휴화산,https://dn-img-page.kakao.com/download/resource?kid=dcI39/hzMUa1cdEf/w6UtCsISvHpMEigFDl0BV0&filename=th3,"미국을 지우는 법? 간단해. 그냥 그 땅에 내가 먼저 깃발을 꽂으면 그대로 끝!.

전략에 뛰어난 국정원 요원과 천재 공학도가 16세기 아메리카에 떨어졌다. 그의 거침없는 행보는 아메리카를 정복하고 유럽 원정에 아시아까지 이어진다.",https://page.kakao.com/content/61026138?tab_type=about,나눔
신비의 제왕 [단행본],fantasy,커틀피쉬,https://dn-img-page.kakao.com/download/resource?kid=5RrBN/hzMUbey5nJ/K3NktZkLKhGxqXEnN2x9d1&filename=th3,"어느 날 갑자기 이계에 떨어진 평범한 직장인 민석은 자살한 로엔 왕국의 역사학도 ‘클레인 모레티’의 몸에 빙의한다.

근세 유럽과 닮은 이계에는 마법과 신비학의 힘을 이용해 이능을 손에 넣은 ‘초월자’들이 존재했다.
 
이후 민석은 자신보다 먼저 이계에 도착해 황제의 자리에 오른 ‘로셀 대제’가 남긴 단서를 이용해 ‘점술가’가 되는데…….

과연 그는 ‘점술가’의 능력을 활용해 더욱 강한 초월자가 되어 자신이 살던 세계로 돌아갈 수 있을까?

원제 : 궤비지주(詭秘之主)
작가 : 커틀피쉬(愛潛水的烏賊)
번역 : 김송이",https://page.kakao.com/content/55432303?tab_type=about,나눔
정령력 마스터,fantasy,돈트스탑,https://dn-img-page.kakao.com/download/resource?kid=CeaK8/hyZIcyUptH/sO8KaSZrHcjkwR8m4Msq2k&filename=th3,"지구의 관리자가 날 팔았다.

그리고 우연한 기회로 계약하게 된 정령들.
정령의 힘으로 모든 것을 장악한다!",https://page.kakao.com/content/60471616?tab_type=about,나눔
무장삼국지 동월전 [단행본],fantasy,최선을다해,https://dn-img-page.kakao.com/download/resource?kid=bIbwDJ/hynay0W9Rb/CsmkcHjwEfsdHj3We14LFK&filename=th3,"당숙이 동탁이다.
혼란한 세상 내가 마침표를 찍겠다.",https://page.kakao.com/content/61061869?tab_type=about,나눔
백작가 망나니의 이중생활,fantasy,독고진,https://dn-img-page.kakao.com/download/resource?kid=hUvoz/hyCQ9Et37p/alg91OiUQcfY1SajjMPZj1&filename=th3,"지독한 열병을 겪고 열흘 만에 깨어난 백작가의 망나니, 루소 슬레이터.
미래의 경험을 가진 채로 깨어난다!

그리고 이어지는 주변의 기대!

-가끔은 어떤 계기를 토대로 사람이 완전히 바뀌기도 하잖아? 혹시 알아? 도련님이 바뀌실지.
-그야 그렇지만…… 정말 변할까?
-슬레이터 가문의 핏줄이잖아? 어렸을 때는 천재 중의 천재라는 소리도 들었으니까.

""내가 왜? 망나니로 사는 게 어때서? 이렇게 편한 삶이 어딨다고.”

오히려 망나니였던 걸 이용해서 미래를 개척해 나가기 시작하는데......
초심을 잃지 않는(?) 백작가 망나니의 통쾌한 판타지!

&lt;백작가 망나니의 이중생활&gt;",https://page.kakao.com/content/60570847?tab_type=about,나눔
종족 초월로 게임 최강! [완결],fantasy,천달,https://dn-img-page.kakao.com/download/resource?kid=33cNc/hzab4cXriE/zhzemdrXnw2s8QwmzF6dy1&filename=th3,"[드래곤의 노래를 시전합니다.]
[오크의 포효를 시전합니다.]
[드워프의 강철 육체를 시전합니다.]
종족마다 스킬이 정해져 있는 게임. 하지만.
.
.
.
난 그곳에서 유일하게 모든 종족의 스킬을 쓸 수 있다.",https://page.kakao.com/content/60544010?tab_type=about,나눔
아카데미의 천재 식신술사가 되었다,fantasy,구상,https://dn-img-page.kakao.com/download/resource?kid=bgfDSR/hzhOfLNzYw/lh0HTKwhXYIP0LVKCRNWQk&filename=th3,"첫 출시 이후 25년이 지난 지금까지도 전세계적으로 큰 인기와 명성을 얻은 게임, &lt;퇴마고등학교&gt; 시리즈.

불과 어제까지만 해도 PVP 순위를 올리기 위해 열심히 랭크전을 돌리고 잤던 그의 눈앞에 익숙한 상태창에 떠올랐다.

【한강윤】
▶레벨 24

재능이 없는 무능력 포지션의 엑스트라로, 작품의 스토리와 주인공 일행의 사건 해결을 위해 스스로를 희생하여 단명하는 시리즈 1편의 단역 캐릭터.

그게 바로 나였다.",https://page.kakao.com/content/58595691?tab_type=about,나눔
이것이 마법진이란 것이다,fantasy,길월,https://dn-img-page.kakao.com/download/resource?kid=RDa3K/hzwBnoCPXK/nzm3R9UEr3umDljWrCj00K&filename=th3,"반쪽짜리 천재로 태어난 테르미누스.
8성급 이상의 마법을 이해할 지능을 가졌지만, 평민의 피는 4성급의 벽을 넘지 못하게 했다.
쓰지도 못할 마법진을 평생 연구하던 그는 귀족의 계략에 휘말린다.
힘겨운 사투가 벌어진 후, 생명이 꺼져 가던 테르미누스의 눈앞에 성자가 나타나는데.
“폰스를 찾아라. 모든 답은 그것에 담겨 있으니.”
의문의 말과 함께 그는 한 번 더 세상을 살아갈 기회를 부여받는다.
그런데!
“공작 가문 막내라고?”
완전한 천재, 그 이상의 몸으로 태어나고 말았다.",https://page.kakao.com/content/59623904?tab_type=about,나눔
미러월드:운명회귀,fantasy,팔숨,https://dn-img-page.kakao.com/download/resource?kid=yoXEJ/hzacgR0hys/DmEAh99hjWRtLKekSVgYOk&filename=th3,"멸망에 가까워진 세계를 복사해, 그곳 거주민을 강제로 데려와 궁극의 돌 '마스터 스톤'을 손에 넣는 목적을 부여하는 곳 '미러 월드'. 각 종족에게는 한 개의 '종족석'이 존재하고, 성휘는 인간종의 종족(석)을 지키다 죽음을 맞이한다. 눈을 떠 보니 미러 월드로 가기 전 과거로 돌아온 성휘.

‘닿지 못할 거리는 아니다. 지금부터라도 제대로 된 길을 걷는다면!’

성휘는 이번에야말로 마스터스톤을 얻어 운명에 맞서기로 결심한다.

운명은 용기 있는 자 앞에서 약하고, 비겁한 자 앞에서 강하단다. 스스로 운명을 움켜쥐는 자가 되어라.",https://page.kakao.com/content/57888525?tab_type=about,나눔
